id,home_id,home_team,home_points,away_id,away_team,away_points,week
401112164,158,Nebraska,31,84,Indiana,38,9
401114170,24,Stanford,41,12,Arizona,31,9
401112493,97,Louisville,28,258,Virginia,21,9
401119291,2309,Kent State,16,193,Miami (OH),23,9
401117890,2426,Navy,41,2655,Tulane,38,9
401114293,2429,Charlotte,39,249,North Texas,38,9
401112091,66,Iowa State,27,197,Oklahoma State,34,9
401112492,52,Florida State,35,183,Syracuse,17,9
401110833,99,LSU,23,2,Auburn,20,9
401112218,127,Michigan State,7,213,Penn State,28,9
401119290,2649,Toledo,37,2199,Eastern Michigan,34,9
401117892,151,East Carolina,20,58,South Florida,45,9
401117532,167,New Mexico,31,62,Hawai'i,45,9
401110834,2633,Tennessee,41,2579,South Carolina,21,9
401112491,153,North Carolina,20,150,Duke,17,9
401117893,202,Tulsa,41,235,Memphis,42,9
401112103,2305,Kansas,37,2641,Texas Tech,34,9
401110831,333,Alabama,48,8,Arkansas,7,9
401121959,2247,Georgia State,52,2653,Troy,33,9
401121958,2032,Arkansas State,38,326,Texas State,14,9
401117891,218,Temple,21,2116,UCF,63,9
401110832,96,Kentucky,29,142,Missouri,7,9
401114159,26,UCLA,42,9,Arizona State,32,9
401112227,130,Michigan,45,87,Notre Dame,14,9
401117531,278,Fresno State,31,36,Colorado State,41,9
401112490,228,Clemson,59,103,Boston College,7,9
401114296,2638,UTEP,21,2348,Louisiana Tech,42,9
401114179,254,Utah,35,25,California,0,9
401117530,2005,Air Force,31,328,Utah State,7,9
401114197,2483,Oregon,37,265,Washington State,35,9
401117534,2439,UNLV,17,21,San Diego State,20,9
401112080,239,Baylor,17,277,West Virginia,14,10
401121960,2026,Appalachian State,21,290,Georgia Southern,24,10
401117894,41,Connecticut,10,2426,Navy,56,10
401119295,2117,Central Michigan,48,2459,Northern Illinois,10,10
401112495,183,Syracuse,27,103,Boston College,58,10
401110841,245,Texas A&M,45,2636,UT San Antonio,14,10
401114300,2229,Florida International,24,295,Old Dominion,17,10
401114352,113,UMass,21,2335,Liberty,63,10
401119294,2199,Eastern Michigan,14,2084,Buffalo,43,10
401112208,120,Maryland,7,130,Michigan,38,10
401112243,2509,Purdue,31,158,Nebraska,27,10
401112500,154,Wake Forest,44,152,NC State,10,10
401117895,2116,UCF,44,248,Houston,29,10
401119293,189,Bowling Green,35,2006,Akron,6,10
401112501,87,Notre Dame,21,259,Virginia Tech,20,10
401121962,324,Coastal Carolina,36,2653,Troy,35,10
401114302,242,Rice,7,276,Marshall,20,10
401114303,249,North Texas,52,2638,UTEP,26,10
401112127,197,Oklahoma State,34,2628,TCU,27,10
401114331,2005,Air Force,17,349,Army,13,10
401112497,52,Florida State,10,2390,Miami,27,10
401114299,2429,Charlotte,34,2393,Middle Tennessee,20,10
401121961,2433,Louisiana Monroe,41,2032,Arkansas State,48,10
401112153,356,Illinois,38,164,Rutgers,10,10
401110838,57,Florida,17,61,Georgia,24,10
401117538,36,Colorado State,37,2439,UNLV,17,10
401112104,2305,Kansas,10,2306,Kansas State,38,10
401112496,228,Clemson,59,2747,Wofford,14,10
401110836,8,Arkansas,24,344,Mississippi State,54,10
401114301,98,Western Kentucky,24,2226,Florida Atlantic,35,10
401114227,264,Washington,28,254,Utah,33,10
401112498,59,Georgia Tech,10,221,Pittsburgh,20,10
401117898,2655,Tulane,38,202,Tulsa,26,10
401114171,12,Arizona,38,204,Oregon State,56,10
401121963,309,Louisiana,31,326,Texas State,3,10
401112165,84,Indiana,34,77,Northwestern,3,10
401110840,2633,Tennessee,30,5,UAB,7,10
401110837,2,Auburn,20,145,Ole Miss,14,10
401117896,151,East Carolina,43,2132,Cincinnati,46,10
401112499,153,North Carolina,31,258,Virginia,38,10
401110839,2579,South Carolina,24,238,Vanderbilt,7,10
401117897,235,Memphis,54,2567,SMU,48,10
401114198,30,USC,24,2483,Oregon,56,10
401114189,26,UCLA,31,38,Colorado,14,10
401117216,328,Utah State,14,252,BYU,42,10
401117536,2440,Nevada,21,167,New Mexico,10,10
401117535,23,San José State,42,68,Boise State,52,10
401117537,62,Hawai'i,38,278,Fresno State,41,10
401119297,2649,Toledo,35,2309,Kent State,33,11
401119296,2711,Western Michigan,35,2050,Ball State,31,11
401119298,195,Ohio,21,193,Miami (OH),24,11
401121964,324,Coastal Carolina,7,309,Louisiana,48,11
401117899,58,South Florida,7,218,Temple,17,11
401117900,202,Tulsa,34,2116,UCF,31,11
401114205,204,Oregon State,7,264,Washington,19,11
401112209,194,Ohio State,73,120,Maryland,14,11
401112249,77,Northwestern,22,2509,Purdue,24,11
401112235,135,Minnesota,31,213,Penn State,26,11
401110843,8,Arkansas,19,98,Western Kentucky,45,11
401112502,103,Boston College,31,52,Florida State,38,11
401112081,2628,TCU,23,239,Baylor,29,11
401110844,57,Florida,56,238,Vanderbilt,0,11
401112142,277,West Virginia,17,2641,Texas Tech,38,11
401114332,349,Army,63,113,UMass,7,11
401117902,2567,SMU,59,151,East Carolina,51,11
401112504,258,Virginia,33,59,Georgia Tech,28,11
401114307,295,Old Dominion,23,2636,UT San Antonio,24,11
401114190,38,Colorado,16,24,Stanford,13,11
401121967,326,Texas State,30,6,South Alabama,28,11
401114304,2638,UTEP,21,2429,Charlotte,28,11
401117901,2132,Cincinnati,48,41,Connecticut,3,11
401112505,2390,Miami,52,97,Louisville,27,11
401121965,2653,Troy,49,290,Georgia Southern,28,11
401112111,251,Texas,27,2306,Kansas State,24,11
401112154,127,Michigan State,34,356,Illinois,37,11
401110842,333,Alabama,41,99,LSU,46,11
401114308,2572,Southern Mississippi,37,5,UAB,2,11
401112506,259,Virginia Tech,36,154,Wake Forest,17,11
401114160,9,Arizona State,26,30,USC,31,11
401110847,145,Ole Miss,41,166,New Mexico State,3,11
401114306,2348,Louisiana Tech,52,249,North Texas,17,11
401112198,275,Wisconsin,24,2294,Iowa,22,11
401121966,2433,Louisiana Monroe,45,2247,Georgia State,31,11
401114305,2226,Florida Atlantic,37,2229,Florida International,7,11
401110845,61,Georgia,27,142,Missouri,0,11
401117540,278,Fresno State,35,328,Utah State,37,11
401114180,25,California,33,265,Washington State,20,11
401110848,2579,South Carolina,15,2026,Appalachian State,20,11
401112503,152,NC State,10,228,Clemson,55,11
401111654,150,Duke,7,87,Notre Dame,38,11
401114353,252,BYU,31,2335,Liberty,24,11
401110846,96,Kentucky,13,2633,Tennessee,17,11
401112092,201,Oklahoma,42,66,Iowa State,41,11
401117541,68,Boise State,20,2751,Wyoming,17,11
401117542,21,San Diego State,13,2440,Nevada,17,11
401117543,62,Hawai'i,42,23,San José State,40,11
401119299,2006,Akron,14,2199,Eastern Michigan,42,12
401119300,195,Ohio,34,2711,Western Michigan,37,12
401119301,193,Miami (OH),44,189,Bowling Green,3,12
401119302,2649,Toledo,28,2459,Northern Illinois,31,12
401119303,2309,Kent State,30,2084,Buffalo,27,12
401112507,221,Pittsburgh,34,153,North Carolina,27,12
401114309,276,Marshall,31,2348,Louisiana Tech,10,12
401117547,21,San Diego State,17,278,Fresno State,7,12
401110852,142,Missouri,6,57,Florida,23,12
401112105,197,Oklahoma State,31,2305,Kansas,13,12
401112250,77,Northwestern,45,113,UMass,6,12
401117905,218,Temple,29,2655,Tulane,21,12
401112244,158,Nebraska,21,275,Wisconsin,37,12
401110851,344,Mississippi State,7,333,Alabama,38,12
401114333,349,Army,47,2678,VMI,6,12
401112510,52,Florida State,49,2011,Alabama State,12,12
401112133,2641,Texas Tech,31,2628,TCU,33,12
401112166,213,Penn State,34,84,Indiana,27,12
401112219,130,Michigan,44,127,Michigan State,10,12
401114312,5,UAB,37,2638,UTEP,10,12
401114338,87,Notre Dame,52,2426,Navy,20,12
401117217,252,BYU,42,304,Idaho State,10,12
401121972,326,Texas State,27,2653,Troy,63,12
401121969,2032,Arkansas State,28,324,Coastal Carolina,27,12
401121970,290,Georgia Southern,51,2433,Louisiana Monroe,29,12
401110854,238,Vanderbilt,14,96,Kentucky,38,12
401117904,248,Houston,27,235,Memphis,45,12
401119304,2050,Ball State,44,2117,Central Michigan,45,12
401112112,2306,Kansas State,20,277,West Virginia,24,12
401112511,59,Georgia Tech,0,259,Virginia Tech,45,12
401112255,164,Rutgers,21,194,Ohio State,56,12
401110849,2,Auburn,14,61,Georgia,21,12
401112508,228,Clemson,52,154,Wake Forest,3,12
401112093,66,Iowa State,23,251,Texas,21,12
401112509,150,Duke,6,183,Syracuse,49,12
401117548,2439,UNLV,7,62,Hawai'i,21,12
401112199,2294,Iowa,23,135,Minnesota,19,12
401117546,328,Utah State,26,2751,Wyoming,21,12
401114345,166,New Mexico State,41,2916,Incarnate Word,28,12
401114231,265,Washington State,49,24,Stanford,22,12
401114310,2393,Middle Tennessee,28,242,Rice,31,12
401121971,6,South Alabama,27,309,Louisiana,37,12
401114311,2636,UT San Antonio,17,2572,Southern Mississippi,36,12
401117903,58,South Florida,17,2132,Cincinnati,20,12
401110850,145,Ole Miss,37,99,LSU,58,12
401117544,36,Colorado State,21,2005,Air Force,38,12
401112512,152,NC State,20,97,Louisville,34,12
401121968,2247,Georgia State,27,2026,Appalachian State,56,12
401114161,204,Oregon State,35,9,Arizona State,34,12
401112082,239,Baylor,31,201,Oklahoma,34,12
401110853,245,Texas A&M,30,2579,South Carolina,6,12
401114216,254,Utah,49,26,UCLA,3,12
401117545,68,Boise State,42,167,New Mexico,9,12
401114172,2483,Oregon,34,12,Arizona,6,12
401114181,25,California,17,30,USC,41,12
401119306,189,Bowling Green,24,195,Ohio,66,13
401119305,2459,Northern Illinois,17,2199,Eastern Michigan,45,13
401119307,193,Miami (OH),20,2006,Akron,17,13
401119308,2084,Buffalo,49,2649,Toledo,30,13
401112513,59,Georgia Tech,28,152,NC State,26,13
401117550,2751,Wyoming,17,36,Colorado State,7,13
401117908,41,Connecticut,24,151,East Carolina,31,13
401110855,333,Alabama,66,2717,Western Carolina,3,13
401112094,66,Iowa State,41,2305,Kansas,31,13
401112520,258,Virginia,55,2335,Liberty,27,13
401112256,194,Ohio State,28,213,Penn State,17,13
401110856,2,Auburn,52,2535,Samford,0,13
401112155,2294,Iowa,19,356,Illinois,10,13
401112236,77,Northwestern,22,135,Minnesota,38,13
401117906,2655,Tulane,31,2116,UCF,34,13
401119309,2309,Kent State,41,2050,Ball State,38,13
401112220,164,Rutgers,0,127,Michigan State,27,13
401112128,277,West Virginia,13,197,Oklahoma State,20,13
401114358,113,UMass,24,252,BYU,56,13
401121976,2247,Georgia State,28,6,South Alabama,15,13
401183793,167,New Mexico,22,2005,Air Force,44,13
401121973,2026,Appalachian State,35,326,Texas State,13,13
401112514,87,Notre Dame,40,103,Boston College,7,13
401121974,2032,Arkansas State,38,290,Georgia Southern,33,13
401112518,153,North Carolina,56,2382,Mercer,7,13
401112083,239,Baylor,24,251,Texas,10,13
401110857,61,Georgia,19,245,Texas A&M,13,13
401112167,84,Indiana,14,130,Michigan,39,13
401112519,259,Virginia Tech,28,221,Pittsburgh,0,13
401114315,5,UAB,20,2348,Louisiana Tech,14,13
401114318,2572,Southern Mississippi,10,98,Western Kentucky,28,13
401112210,120,Maryland,7,158,Nebraska,54,13
401114217,30,USC,52,26,UCLA,35,13
401114313,2429,Charlotte,24,276,Marshall,13,13
401110862,238,Vanderbilt,38,2193,East Tennessee State,0,13
401117911,2426,Navy,35,2567,SMU,28,13
401114317,242,Rice,20,249,North Texas,14,13
401110858,96,Kentucky,50,2630,UT Martin,7,13
401112263,275,Wisconsin,45,2509,Purdue,24,13
401112516,97,Louisville,56,183,Syracuse,34,13
401114182,24,Stanford,20,25,California,24,13
401114319,166,New Mexico State,44,2638,UTEP,35,13
401117553,2439,UNLV,38,23,San José State,35,13
401117909,58,South Florida,10,235,Memphis,49,13
401114316,2393,Middle Tennessee,38,295,Old Dominion,17,13
401121975,2433,Louisiana Monroe,45,324,Coastal Carolina,42,13
401121977,309,Louisiana,53,2653,Troy,3,13
401114314,2636,UT San Antonio,26,2226,Florida Atlantic,40,13
401117907,2132,Cincinnati,15,218,Temple,13,13
401110859,99,LSU,56,8,Arkansas,20,13
401112517,2229,Florida International,30,2390,Miami,24,13
401112113,2641,Texas Tech,27,2306,Kansas State,30,13
401112515,154,Wake Forest,39,150,Duke,27,13
401110860,344,Mississippi State,45,2000,Abilene Christian,7,13
401114162,9,Arizona State,31,2483,Oregon,28,13
401117910,202,Tulsa,14,248,Houston,24,13
401110861,142,Missouri,20,2633,Tennessee,24,13
401112120,201,Oklahoma,28,2628,TCU,24,13
401114206,265,Washington State,54,204,Oregon State,53,13
401114173,12,Arizona,7,254,Utah,35,13
401114191,38,Colorado,20,264,Washington,14,13
401117551,278,Fresno State,28,2440,Nevada,35,13
401117549,328,Utah State,21,68,Boise State,56,13
401117552,62,Hawai'i,14,21,San Diego State,11,13
401119310,2006,Akron,3,195,Ohio,52,14
401119311,2459,Northern Illinois,17,2711,Western Michigan,14,14
401110863,344,Mississippi State,21,145,Ole Miss,20,14
401112138,251,Texas,49,2641,Texas Tech,24,14
401119315,2117,Central Michigan,49,2649,Toledo,7,14
401119313,2199,Eastern Michigan,26,2309,Kent State,34,14
401119312,2084,Buffalo,49,189,Bowling Green,7,14
401112521,258,Virginia,39,259,Virginia Tech,30,14
401119314,2050,Ball State,41,193,Miami (OH),27,14
401112200,158,Nebraska,24,2294,Iowa,27,14
401110864,8,Arkansas,14,142,Missouri,24,14
401117913,235,Memphis,34,2132,Cincinnati,24,14
401117554,36,Colorado State,24,68,Boise State,31,14
401114232,264,Washington,31,265,Washington State,13,14
401112134,2628,TCU,17,277,West Virginia,20,14
401121979,6,South Alabama,34,2032,Arkansas State,30,14
401121978,2653,Troy,13,2026,Appalachian State,48,14
401117912,2116,UCF,34,58,South Florida,7,14
401112168,2509,Purdue,41,84,Indiana,44,14
401112156,356,Illinois,10,77,Northwestern,29,14
401110870,2579,South Carolina,3,228,Clemson,38,14
401112228,130,Michigan,27,194,Ohio State,56,14
401114321,276,Marshall,30,2229,Florida International,27,14
401121980,324,Coastal Carolina,24,326,Texas State,21,14
401117915,151,East Carolina,24,202,Tulsa,49,14
401110868,96,Kentucky,45,97,Louisville,13,14
401110867,59,Georgia Tech,7,61,Georgia,52,14
401112525,183,Syracuse,39,154,Wake Forest,30,14
401117556,2005,Air Force,20,2751,Wyoming,6,14
401114346,2335,Liberty,49,166,New Mexico State,28,14
401114324,98,Western Kentucky,31,2393,Middle Tennessee,26,14
401114320,295,Old Dominion,22,2429,Charlotte,38,14
401114326,2638,UTEP,16,242,Rice,30,14
401117558,2440,Nevada,30,2439,UNLV,33,14
401114322,2226,Florida Atlantic,34,2572,Southern Mississippi,17,14
401112522,221,Pittsburgh,19,103,Boston College,26,14
401112523,150,Duke,27,2390,Miami,17,14
401114323,2348,Louisiana Tech,41,2636,UT San Antonio,27,14
401117914,218,Temple,49,41,Connecticut,17,14
401112221,127,Michigan State,19,120,Maryland,16,14
401112261,213,Penn State,27,164,Rutgers,6,14
401110865,2,Auburn,48,333,Alabama,45,14
401112237,135,Minnesota,17,275,Wisconsin,38,14
401112084,2305,Kansas,6,239,Baylor,61,14
401114199,2483,Oregon,24,204,Oregon State,10,14
401117917,2567,SMU,37,2655,Tulane,20,14
401114212,24,Stanford,24,87,Notre Dame,45,14
401110871,2633,Tennessee,28,238,Vanderbilt,10,14
401114325,249,North Texas,21,5,UAB,26,14
401117555,167,New Mexico,25,328,Utah State,38,14
401121981,290,Georgia Southern,38,2247,Georgia State,10,14
401112524,152,NC State,10,153,North Carolina,41,14
401110869,99,LSU,50,245,Texas A&M,7,14
401112095,2306,Kansas State,27,66,Iowa State,17,14
401117916,248,Houston,41,2426,Navy,56,14
401121982,309,Louisiana,31,2433,Louisiana Monroe,30,14
401114192,254,Utah,45,38,Colorado,15,14
401110866,57,Florida,40,52,Florida State,17,14
401112121,197,Oklahoma State,16,201,Oklahoma,34,14
401117218,21,San Diego State,13,252,BYU,3,14
401114163,9,Arizona State,24,12,Arizona,14,14
401114183,26,UCLA,18,25,California,28,14
401117557,23,San José State,17,278,Fresno State,16,14
401114334,62,Hawai'i,52,349,Army,31,14
401132973,2483,Oregon,37,254,Utah,15,15
401132982,2117,Central Michigan,21,193,Miami (OH),26,15
401132974,201,Oklahoma,30,239,Baylor,23,15
401132984,2026,Appalachian State,45,309,Louisiana,38,15
401132980,2226,Florida Atlantic,49,5,UAB,6,15
401132976,235,Memphis,29,2132,Cincinnati,24,15
401132979,68,Boise State,31,62,Hawai'i,10,15
401132981,99,LSU,37,61,Georgia,10,15
401132975,228,Clemson,62,258,Virginia,17,15
401132983,275,Wisconsin,21,194,Ohio State,34,15
401114335,2426,Navy,31,349,Army,7,15
